"dataset_name";"cd_nom";"nom_cite";"the_geom_local";"date_min";"observers"
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1016783 6340317);2014-07-08 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1017120 6340453);2014-07-08 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1016865 6340391);2014-07-08 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1017258 6341184);2014-07-09 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1021432 6342568);2014-07-10 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1020679 6343630);2014-07-10 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1054724 6331584);2014-07-10 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1021406 6343035);2014-07-10 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1055911 6331984.99999999);2019-06-11 00:00:00.000;LE BERRE Maëlle / CLARES Marie
SILENE Flore CBNMed;102097;Hieracium juraniforme Zahn subsp. ortiganum Zahn, subsp. nov;POINT (1010912 6369609);1500-12-31 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;106344;Linum suffruticosum L., 1753;POINT (1036820 6339655);2014-07-02 00:00:00.000;DIADEMA Katia / PIRES Mathias
SILENE Flore CBNMed;106344;Linum suffruticosum L., 1753;POINT (1036820 6339655);2014-07-02 00:00:00.000;DIADEMA Katia / PIRES Mathias
SILENE Flore CBNMed;106344;Linum suffruticosum L., 1753;POINT (1054088 6331773);2014-07-08 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;106344;Linum suffruticosum L., 1753;POINT (1054724 6331584);2014-07-10 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;106344;Linum suffruticosum L., 1753;POINT (1018539 6340273);2015-07-09 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;107310;Malva rotundifolia L., 1754;POINT (1067671 6342726);2017-07-07 00:00:00.000;MICHAUD Henri / KREBS Élise / HUYNH-TAN Bernadette
SILENE Flore CBNMed;108509;Micromeria piperella (All.) Benth., 1834;POINT (1067327 6344388);1974-07-15 00:00:00.000;SALANON Robert
SILENE Flore CBNMed;108509;Micromeria piperella (All.) Benth., 1834;POINT (1063593 6336398);1974-07-23 00:00:00.000;SALANON Robert
SILENE Flore CBNMed;112353;Papaver rhaeticum sensu Tutin & al., 1964;POINT (1072069 6346236);2017-07-05 00:00:00.000;PIRES Mathias / GOURVIL Johan / VAN ES J�r�mie / GIORDANO Remo
SILENE Flore CBNMed;113709;Pinus uncinata Mill. ex Mirb., 1805;POINT (1025024 6349053);1997-09-10 00:00:00.000;BONNASSIEUX Didier
SILENE Flore CBNMed;113709;Pinus uncinata Mill. ex Mirb., 1805;POINT (1009432 6360507);1997-09-10 00:00:00.000;BONNASSIEUX Didier
SILENE Flore CBNMed;113709;Pinus uncinata Mill. ex Mirb., 1805;POINT (1025636 6350012);1997-09-16 00:00:00.000;BONNASSIEUX Didier
SILENE Flore CBNMed;113709;Pinus uncinata Mill. ex Mirb., 1805;POINT (1022944 6349529);1997-09-16 00:00:00.000;BONNASSIEUX Didier
SILENE Flore CBNMed;113709;Pinus uncinata Mill. ex Mirb., 1805;POINT (1024950 6347438);1997-09-17 00:00:00.000;BONNASSIEUX Didier
SILENE Flore CBNMed;113709;Pinus uncinata Mill. ex Mirb., 1805;POINT (1011327 6344456);2013-09-18 00:00:00.000;MICHAUD Henri / HUYNH-TAN Bernadette / PIRES Mathias
SILENE Flore CBNMed;113709;Pinus uncinata Mill. ex Mirb., 1805;POINT (1011327 6344456);2013-09-18 00:00:00.000;MICHAUD Henri / HUYNH-TAN Bernadette / PIRES Mathias
SILENE Flore CBNMed;115695;Potentilla verna sensu auct. Gall.;POINT (1054088 6331773);2014-07-08 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1022639 6353522);1883-07-25 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1011026 6361679);1980-12-31 00:00:00.000;BOREL Andr� / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1011014 6361891);1988-12-31 00:00:00.000;BOREL Andr� / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1023800 6351300);1988-12-31 00:00:00.000;BOREL Andr� / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea;POINT (1019430 6353125);1995-07-21 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025264 6340502);2004-07-13 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025264 6340502);2004-07-13 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1026037 6340609);2004-09-09 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea (Mattus.) Liebl.;POINT (1020561 6352326);2006-12-31 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattus.) Liebl.;POINT (1026014 6351449);2006-12-31 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattus.) Liebl.;POINT (1024073 6352858);2006-12-31 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattus.) Liebl.;POINT (1024290 6351515);2006-12-31 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea ?;POINT (1009219 6337246);2009-05-11 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1029430 6345218);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1028951 6345097);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1029673 6345682);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1029795 6345750);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1029637 6345484);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1059412 6323114);2010-05-28 00:00:00.000;GARRAUD Luc
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1030956 6345697);2011-06-22 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1030597 6345548);2011-06-22 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024725 6344765);2011-06-23 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1027497 6340560);2011-06-23 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024830 6344509);2011-06-23 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024868 6350696);2011-06-24 00:00:00.000;NOBLE Virgile / MICHAUD Henri
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024753 6350715);2011-06-24 00:00:00.000;NOBLE Virgile / MICHAUD Henri
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1026163 6347304);2011-06-28 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1026898 6347025);2011-06-28 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1029220 6345189);2013-07-07 00:00:00.000;ANDRIEU Fr�d�ric / POLIDORI Jean-Louis / GATIGNOL Patrick
SILENE Flore CBNMed;116744;Quercus petraea Liebl.;POINT (1026840 6350954);2014-06-16 00:00:00.000;THEBAULT Ludovic
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029438 6344899);2014-07-08 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029166 6345179);2014-07-08 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1028508 6344243);2014-07-08 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1017719 6353727);2014-07-15 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1019370 6352954);2014-07-15 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1016906 6354678);2014-07-16 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025532 6350458);2014-07-16 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025476 6350472);2014-07-16 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024942 6349898);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025562 6350155);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025562 6350155);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024922 6349874);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025641 6349913);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024942 6349898);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1025560 6350170);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea (Mattuschka) Liebl.;POINT (1024942 6349898);2014-07-24 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1028329 6345612);2015-07-02 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1028410 6345720);2015-07-02 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029955 6345415);2015-07-06 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029134 6346484);2015-07-28 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea Liebl.;POINT (1020415 6352257);2016-05-15 00:00:00.000;THEBAULT Ludovic
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025668 6347511);2018-06-21 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025953 6348018);2018-06-21 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1017175 6355279);2019-06-03 00:00:00.000;OFFERHAUS Benoît / BRAVET Pauline
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1050704 6342989);1865-07-29 00:00:00.000;THURET Gustave-Adolphe
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1048847 6344800);1865-08-02 00:00:00.000;THURET Gustave-Adolphe
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1017470 6347431);1876-08-03 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (997773 6355537);1877-07-29 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1065174 6339362);1879-07-05 00:00:00.000;GREMLI Auguste
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1017571 6346393);1887-07-23 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1004876 6363825);1887-08-06 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1006474 6367908);1887-08-09 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1058633 6341496);1901-07-23 00:00:00.000;WILCZEK Ernst (Ernest) / SAINT-YVES Alfred Marie ...
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1017470 6347431);1902-07-17 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1009507 6350037);1902-08-01 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1006269 6354496);1902-08-21 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1047493 6343748);1904-07-05 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1016476 6361896);1905-07-26 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1015400 6361842);1905-07-27 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1013741 6366264);1905-08-03 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1021950 6355357);1908-07-15 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1030183 6349201);1908-07-25 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1056568 6341915);1911-08-02 00:00:00.000;BICKNELL Clarence / POLLINI
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw. (aggr.);POINT (1017470 6347431);1913-07-21 00:00:00.000;WILCZEK Ernst (Ernest) / SAINT-YVES Alfred Marie ...
SILENE Flore CBNMed;125493;Taraxacum officinale Weber subsp. alpinum (Hoppe) P. Fourn.;POINT (1007861 6365617);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;125493;Taraxacum officinale Weber subsp. alpinum (Hoppe) P. Fourn.;POINT (1055401 6342525);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;125493;Taraxacum officinale Weber subsp. alpinum (Hoppe) P. Fourn.;POINT (1017459 6360270);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;125493;Taraxacum officinale Weber subsp. alpinum (Hoppe) P. Fourn.;POINT (1017971 6360921);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;125493;Taraxacum officinale Weber subsp. alpinum (Hoppe) P. Fourn.;POINT (1013764 6364974);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;125493;Taraxacum officinale Weber subsp. alpinum (Hoppe) P. Fourn.;POINT (1012751 6352985);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;125493;Taraxacum officinale Weber subsp. alpinum (Hoppe) P. Fourn.;POINT (1034539 6352607);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw.;POINT (1054155 6337546);1972-12-31 00:00:00.000;BARBERO Marcel
SILENE Flore CBNMed;125493;Taraxacum apenninum (Ten.) Ten.;POINT (1061584 6344269);1988-12-31 00:00:00.000;SOLICHON Jean-Marie
SILENE Flore CBNMed;125493;Taraxacum apenninum (Ten.) Ten.;POINT (1061593 6344258);1988-12-31 00:00:00.000;SOLICHON Jean-Marie
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw.;POINT (1002968 6358494);1999-07-09 00:00:00.000;AUTRAN G�rard
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw.;POINT (1006390 6355989);2000-07-18 00:00:00.000;AUTRAN G�rard
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw.;POINT (1012561 6353059);2001-06-28 00:00:00.000;AUTRAN G�rard
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw.;POINT (1008660 6353003);2001-07-23 00:00:00.000;AUTRAN G�rard
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw.;POINT (1049462 6340753);2008-07-08 00:00:00.000;ANDRIEU Fr�d�ric / ARGAGNON Olivier
SILENE Flore CBNMed;125493;Taraxacum alpinum (Hoppe) Hegetschw.;POINT (1043012 6342601);2008-07-08 00:00:00.000;MOLINA James / BOILLOT François / PETERMANN Aline
SILENE Flore CBNMed;134199;Erigeron acer L. subsp. acer;POINT (1066807 6325261);2008-08-01 00:00:00.000;NOBLE Virgile / MICHAUD Henri
SILENE Flore CBNMed;134200;Erigeron acre var. glabratum Neilr.;POINT (1023800 6351300);1500-12-31 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;134200;Erigeron acre L. var. glabratum Neilr.;POINT (1027200 6340800);1500-12-31 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;134200;Erigeron acre L. var. glabratum Neilr.;POINT (1028600 6340100);1500-12-31 00:00:00.000;BURNAT Emile
SILENE Flore CBNMed;141735;Thymus serpyllum grex  ;POINT (1056775 6328411);2014-07-10 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;141735;Thymus serpyllum grex  ;POINT (1056685 6324820);2014-07-28 00:00:00.000;FRACHON Corinne
SILENE Flore CBNMed;159484;Ophrys drumana Delforge;POINT (1058077 6317629);2010-06-25 00:00:00.000;BARET Julien
SILENE Flore CBNMed;159832;Senecio aurantiacus DC., 1838;POINT (1009655 6368315);2016-07-08 00:00:00.000;IVALDI Francis
SILENE Flore CBNMed;159898;Asplenium quadrivalens D.E.Mey.;POINT (1065153 6347214);2010-05-31 00:00:00.000;SALANON Robert
SILENE Flore CBNMed;615204;Senecio aurantiacus sensu auct.;POINT (1008312 6367662);2016-07-08 00:00:00.000;IVALDI Francis
SILENE Flore CBNMed;615204;Senecio aurantiacus sensu auct.;POINT (1008312 6367662);2016-07-08 00:00:00.000;IVALDI Francis
SILENE Flore CBNMed;717262;Hieracium stauii Belli;POINT (1061546 6349571);2003-07-31 00:00:00.000;TISON Jean-Marc
SILENE Flore CBNMed;718810;Euphorbia dulcis f. incompta ;POINT (1066420 6343824);2019-06-23 00:00:00.000;IVALDI Francis
SILENE Flore CBNMed;772153;Selaginella spinulosa A.Braun ex Döll;POINT (1004335 6365977);2018-08-17 00:00:00.000;UGO Julien / BRAVET Pauline
