"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune"
"Androsace adfinis subsp. puberula (Jord. & Fourr.) Kress, 1981",131362,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,1865-07-19,2019-06-06,11
"Androsace chaixii Gren., 1853",82492,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2013-06-09,2013-06-09,1
"Androsace maxima L., 1753",82516,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,1500-12-31,1500-12-31,1
"Androsace vandellii (Turra) Chiov., 1919",82542,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,1982-12-31,2017-09-11,76
"Coris monspeliensis L., 1753",92478,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2019-06-03,2019-06-03,1
"Primula elatior subsp. intricata (Gren. & Godr.) Widmer, 1891",139365,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2008-07-08,2008-07-08,2
"Primula farinosa L., 1753",115868,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2010-07-08,2010-07-08,4
"Primula latifolia Lapeyr., 1813",115888,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,1500-12-31,2018-06-21,42
"Primula veris L., 1753",115918,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,1975-12-31,2008-07-11,6
"Primula veris var. columnae (Ten.) B.Bock, 2012",718756,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2012-06-27,2012-06-27,2
"Primula veris var. veris L., 1753",789026,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2014-08-22,2014-08-22,1
"Primula vulgaris Huds., 1762",115925,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2019-06-04,2019-06-04,3
"Primula vulgaris subsp. vulgaris Huds., 1762",139395,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Ericales,Primulaceae,2009-06-18,2019-06-04,4
"Anthyllis montana L., 1753",82985,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1956-07-01,2020-07-07,63
"Anthyllis vulneraria L., 1753",82999,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1956-07-01,2020-09-18,28
"Anthyllis vulneraria subsp. alpestris (Kit.) Asch. & Graebn., 1908",131467,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-05,2019-06-05,2
"Anthyllis vulneraria subsp. forondae (Sennen) Cullen, 1968",131475,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-03,2019-06-03,1
"Anthyllis vulneraria subsp. rubriflora Arcang., 1882",131489,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1957-06-30,2020-07-08,2
"Anthyllis vulneraria subsp. vulnerarioides (All.) Arcang., 1894",131494,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2008-07-08,2016-07-16,9
"Astragalus danicus Retz., 1783",84828,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1865-12-31,2019-06-16,3
"Astragalus depressus L., 1756",84831,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2014-07-02,2019-06-06,3
"Astragalus hypoglottis subsp. hypoglottis L., 1771",131914,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1957-06-30,1957-06-30,1
"Astragalus monspessulanus L., 1753",84869,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1910-07-29,2014-08-22,8
"Astragalus monspessulanus subsp. monspessulanus L., 1753",131916,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2008-07-07,2019-06-16,17
"Astragalus sempervirens subsp. sempervirens Lam., 1783",131928,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2001-07-21,2020-07-08,3
"Coronilla minima subsp. minima L., 1756",133436,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1967-12-31,2019-06-16,8
"Coronilla varia L., 1753",92546,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2001-07-21,2020-07-08,22
"Cytisus polytrichus M.Bieb., 1819",94153,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1500-12-31,2019-06-06,30
"Cytisus triflorus Lam., 1786",94174,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1879-12-31,1879-12-31,1
"Genista cinerea subsp. cinerea (Vill.) DC., 1805",134966,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1865-06-25,2014-07-02,18
"Genista germanica L., 1753",99754,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1957-06-30,2019-06-04,3
"Genista pilosa L., 1753",99798,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1986-12-31,2016-07-16,6
"Genista pilosa subsp. pilosa L., 1753",134984,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-03,2019-06-06,6
"Hippocrepis emerus (L.) Lassen, 1989",102845,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-03,2019-06-16,3
"Hippocrepis emerus subsp. emerus (L.) Lassen, 1989",136643,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2007-06-06,2007-06-06,1
"Laburnum alpinum (Mill.) Bercht. & J.Presl, 1835",104715,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1975-12-31,2020-07-08,8
"Laburnum anagyroides Medik., 1787",104716,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2013-07-02,2013-07-02,1
"Lathyrus linifolius (Reichard) Bässler, 1971",105214,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1975-12-31,2019-06-03,4
"Lathyrus pratensis L., 1753",105247,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2001-07-21,2020-07-08,23
"Lathyrus vernus (L.) Bernh., 1800",105280,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1975-12-31,2019-06-16,8
"Lotus corniculatus subsp. corniculatus L., 1753",137440,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1980-07-07,2019-06-04,54
"Lotus corniculatus subsp. delortii (F.W.Schultz) Nyman, 1878",137441,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2014-07-02,2019-06-05,5
"Medicago minima (L.) L., 1754",107658,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1500-12-31,2001-07-21,3
"Medicago monspeliaca (L.) Trautv., 1841",107662,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2013-06-09,2013-06-09,1
"Medicago orbicularis (L.) Bartal., 1776",107677,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2013-06-09,2013-06-09,1
"Medicago sativa subsp. sativa L., 1753",137673,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2001-07-21,2011-06-23,12
"Onobrychis montana DC., 1805",110124,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1998-06-24,2019-06-16,18
"Onobrychis viciifolia Scop., 1772",110139,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2010-07-08,2014-07-02,18
"Ononis minutissima L., 1753",110205,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2013-07-04,2013-07-04,1
"Ononis natrix L., 1753",110211,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2018-10-09,2020-07-08,4
"Ononis natrix subsp. natrix L., 1753",138189,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2018-10-09,2018-10-09,3
"Ononis pusilla L., 1759",110221,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2014-07-02,2014-07-02,2
"Trifolium campestre Schreb., 1804",127259,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2001-07-21,2019-06-05,8
"Trifolium medium L., 1759",127382,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2020-07-08,2020-07-08,1
"Trifolium montanum subsp. montanum L., 1753",141876,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-05,2019-06-05,1
"Trifolium ochroleucon Huds., 1762",127412,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-04,2019-06-04,4
"Trifolium pratense subsp. pratense L., 1753",141893,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2012-06-27,2014-07-02,2
Trifolium pratense var. pratense ,152218,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2012-06-27,2014-07-02,2
"Trifolium pratense var. villosum DC., 1805",152216,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1986-12-31,2020-07-29,6
"Trifolium repens var. repens L., 1753",152226,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2001-07-21,2014-07-02,8
"Trifolium thalii Vill., 1779",127503,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2008-07-11,2010-07-27,4
"Trigonella gladiata Steven ex M.Bieb., 1808",127563,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2013-06-09,2013-06-09,1
"Vicia cracca L., 1753",129147,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2009-06-18,2010-07-08,7
"Vicia dasycarpa Ten., 1829",129153,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-05,2019-06-05,2
"Vicia disperma DC., 1813",129157,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2020-07-07,2020-07-07,1
"Vicia incana Gouan, 1764",129198,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-04,2019-06-04,4
"Vicia onobrychioides L., 1753",129260,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-05,2020-07-08,3
"Vicia sativa L., 1753",129298,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2010-07-08,2011-06-23,3
"Vicia segetalis Thuill., 1799",129302,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2019-06-05,2019-06-05,2
"Vicia sepium L., 1753",129305,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,1975-12-31,2020-07-08,11
"Vicia tenuifolia Roth, 1788",129322,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Fabaceae,2010-07-08,2010-07-08,4
"Polygala alpina (DC.) Steud., 1821",114523,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Polygalaceae,1500-12-31,1500-12-31,1
"Polygala amarella Crantz, 1769",114526,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Polygalaceae,1500-12-31,2019-06-04,3
"Polygaloides chamaebuxus (L.) O.Schwarz, 1949",847197,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fabales,Polygalaceae,1500-12-31,2022-04-21,3
"Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch, 1872",131226,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fagales,Betulaceae,2010-07-08,2010-07-08,2
"Alnus glutinosa (L.) Gaertn., 1790",81569,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fagales,Betulaceae,2019-06-03,2019-06-03,1
"Betula pendula Roth, 1788",85903,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fagales,Betulaceae,1500-12-31,2019-06-05,14
"Ostrya carpinifolia Scop., 1772",111837,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fagales,Betulaceae,2019-06-05,2019-06-05,2
"Juglans regia L., 1753",104076,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Fagales,Juglandaceae,2008-10-01,2019-06-03,4
"Vinca major L., 1753",129468,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Apocynaceae,2019-06-16,2019-06-16,2
"Vinca minor L., 1753",129470,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Apocynaceae,2017-03-19,2017-03-19,2
"Vincetoxicum hirundinaria subsp. hirundinaria Medik., 1790",142268,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Apocynaceae,2006-08-08,2014-08-22,5
"Centaurium erythraea Rafn, 1800",89840,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,2020-07-08,2020-07-08,3
"Gentiana acaulis var. acaulis L., 1753",147382,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,2015-08-06,2015-08-06,2
"Gentiana brachyphylla Vill., 1779",99870,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1875-07-12,2021-05-20,15
"Gentiana cruciata L., 1753",99881,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1865-07-19,2020-09-18,21
"Gentiana lutea L., 1753",99903,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1980-07-07,2020-09-18,86
"Gentiana nivalis L., 1753",99910,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1875-07-12,1875-07-12,1
"Gentiana verna L., 1753",99953,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1957-06-30,2019-06-06,18
"Gentiana verna subsp. verna L., 1753",135048,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1975-08-01,1975-08-01,1
"Gentianella campestris (L.) Börner, 1912",99982,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1500-12-31,2020-08-30,11
"Gentianopsis ciliata (L.) Ma, 1951",99994,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Gentianaceae,1884-09-22,2020-10-18,39
"Asperula aristata L.f., 1782",84296,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,1967-12-31,2001-07-21,4
"Asperula cynanchica L., 1753",84306,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,2014-07-02,2016-07-16,6
"Cruciata glabra (L.) Ehrend., 1958",93307,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,1910-07-29,2019-06-06,15
"Cruciata laevipes Opiz, 1852",93308,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,2010-07-08,2010-07-08,2
"Cruciata pedemontana (Bellardi) Ehrend., 1958",93309,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,2013-06-09,2013-06-09,1
"Galium aparine subsp. aparine L., 1753",134855,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,2019-06-03,2019-06-03,1
"Galium corrudifolium Vill., 1779",99406,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,1967-12-31,2019-06-05,10
"Galium glaucum L., 1753",99429,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,2010-07-08,2010-07-08,4
"Galium mollugo L., 1753",99473,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,2013-07-04,2019-06-06,4
"Galium verum L., 1753",99582,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Gentianales,Rubiaceae,2008-07-09,2014-07-02,20
"Geranium lucidum L., 1753",100085,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Geraniales,Geraniaceae,2019-06-03,2019-06-03,1
"Geranium pyrenaicum Burm.f., 1759",100136,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Geraniales,Geraniaceae,2001-07-21,2020-07-08,14
"Geranium sanguineum L., 1753",100149,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Geraniales,Geraniaceae,2007-06-06,2020-07-08,3
"Ajuga chamaepitys (L.) Schreb., 1773",80978,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2017-03-19,2017-03-19,6
"Ajuga genevensis L., 1753",80980,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1957-06-30,2010-08-03,3
"Ajuga pyramidalis L., 1753",80988,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1500-12-31,2019-06-06,9
"Ajuga reptans L., 1753",80990,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1975-12-31,2019-06-16,17
"Clinopodium acinos (L.) Kuntze, 1891",91898,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1960-07-24,2020-07-08,6
"Clinopodium alpinum subsp. alpinum (L.) Kuntze, 1891",612442,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2001-07-21,2019-06-05,4
"Clinopodium alpinum subsp. meridionale (Nyman) Govaerts, 1999",612441,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2008-07-07,2014-07-02,6
"Clinopodium grandiflorum (L.) Kuntze, 1891",91904,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1875-07-16,2018-08-04,7
"Clinopodium nepeta (L.) Kuntze, 1891",91910,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1905-07-21,2001-07-21,4
"Clinopodium nepeta subsp. nepeta (L.) Kuntze, 1891",718332,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2001-07-21,2019-06-03,4
"Clinopodium vulgare L., 1753",91912,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2001-07-21,2019-06-03,3
"Galeopsis angustifolia Ehrh. ex Hoffm., 1804",99272,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2001-07-21,2001-07-21,2
"Galeopsis tetrahit L., 1753",99334,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2010-07-06,2020-09-18,66
"Lamium album L., 1753",104854,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2020-07-08,2020-07-08,1
"Lamium amplexicaule L., 1753",104855,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2013-06-09,2013-06-09,1
"Lamium garganicum subsp. garganicum L., 1763",137076,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1865-07-04,2012-06-25,7
"Lamium maculatum (L.) L., 1763",104889,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1914-07-19,2020-07-08,4
"Lavandula angustifolia subsp. angustifolia Mill., 1768",137161,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1957-06-30,2019-06-16,43
"Mentha longifolia (L.) Huds., 1762",108103,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2019-06-06,2019-09-20,2
"Prunella grandiflora (L.) Scholler, 1775",115993,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2001-07-21,2020-07-08,8
"Prunella laciniata (L.) L., 1763",115998,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2001-07-21,2020-07-08,5
"Prunella vulgaris L., 1753",116012,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2008-07-11,2010-07-27,5
"Salvia glutinosa L., 1753",120643,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2018-10-09,2018-10-09,2
"Stachys ocymastrum (L.) Briq., 1893",124796,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2015-08-06,2015-08-06,1
"Teucrium botrys L., 1753",125976,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1914-07-19,2013-06-09,2
"Thymus polytrichus A.Kern. ex Borbás, 1890",126563,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2003-06-30,2014-07-02,17
"Thymus praecox Opiz, 1824",126564,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1982-12-31,2013-07-13,14
"Thymus pulegioides L., 1753",126566,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1966-07-14,2016-07-16,13
Thymus pulegioides var. pulegioides ,718790,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,2008-07-08,2008-07-08,2
"Thymus vulgaris L., 1753",126582,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lamiaceae,1967-12-31,2019-06-16,16
"Pinguicula leptoceras Rchb., 1823",113624,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Lentibulariaceae,1865-07-19,1865-07-19,1
"Jasminum officinale L., 1753",104041,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Oleaceae,1886-04-30,1886-04-30,1
"Euphrasia minima Jacq. ex DC., 1805",97772,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,2010-07-27,2020-07-29,66
"Euphrasia salisburgensis Funck, 1794",97804,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,2013-07-13,2016-07-16,5
"Euphrasia stricta D.Wolff ex J.F.Lehm., 1809",97811,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1914-07-20,2010-08-03,5
"Melampyrum catalaunicum Freyn, 1884",160459,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1975-12-31,2019-09-20,22
"Melampyrum pratense L., 1753",107795,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1986-12-31,1986-12-31,2
"Odontites luteus subsp. lanceolatus (Gaudin) P.Fourn., 1937",138126,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1500-12-31,1914-07-19,8
"Orobanche alba Stephan ex Willd., 1800",111447,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1865-07-19,1865-07-19,1
"Orobanche caryophyllacea Sm., 1798",111494,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1865-07-19,1865-07-19,1
"Orobanche gracilis Sm., 1798",111556,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1865-06-25,1875-07-01,3
"Orobanche reticulata Wallr., 1825",111649,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1875-07-12,1875-07-12,1
"Pedicularis foliosa L., 1767",112577,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1500-12-31,1865-07-04,2
"Pedicularis rostratospicata Crantz, 1769",159777,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1874-07-30,2010-08-10,4
"Pedicularis rostratospicata subsp. helvetica (Steininger) O.Schwarz, 1949",155066,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,2008-07-08,2010-08-10,14
"Rhinanthus alectorolophus (Scop.) Pollich, 1777",117587,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1865-06-25,2019-06-16,27
"Rhinanthus angustifolius C.C.Gmel., 1806",117590,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,2014-08-22,2014-08-22,1
"Rhinanthus minor L., 1756",117616,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1500-12-31,2010-08-03,5
"Rhinanthus pumilus (Sterneck) Soldano, 1986",117625,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,2008-07-11,2008-07-11,4
"Tozzia alpina L., 1753",126925,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Orobanchaceae,1500-12-31,2021-06-10,15
"Callitriche palustris L., 1753",87478,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1500-12-31,1500-12-31,1
"Chaenorrhinum origanifolium (L.) Kostel., 1844",90317,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2014-07-02,2014-07-02,2
"Digitalis grandiflora Mill., 1768",94942,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1910-07-29,2018-08-04,9
"Erinus alpinus L., 1753",96834,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2016-07-08,2016-07-08,2
"Globularia alypum L., 1753",100335,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2013-07-04,2013-07-04,2
"Globularia bisnagarica L., 1753",100338,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2001-07-21,2019-06-16,6
