"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune"
"Strigamia transsilvanica (Verhoeff, 1928)",289121,ES,Animalia,Arthropodes,Myriapodes,Chilopoda,Geophilomorpha,Linotaeniidae,1960-06-18,1960-06-18,1
"Eupolybothrus longicornis (Risso, 1826)",234429,ES,Animalia,Arthropodes,Myriapodes,Chilopoda,Lithobiomorpha,Lithobiidae,1960-06-18,1992-12-31,4
"Lithobius lapidicola Meinert, 1872",234452,ES,Animalia,Arthropodes,Myriapodes,Chilopoda,Lithobiomorpha,Lithobiidae,1962-07-10,1962-07-10,2
"Lithobius pilicornis Newport, 1844",234463,ES,Animalia,Arthropodes,Myriapodes,Chilopoda,Lithobiomorpha,Lithobiidae,1960-06-18,1961-07-09,3
"Lithobius pilicornis pilicornis Newport, 1844",252086,SSES,Animalia,Arthropodes,Myriapodes,Chilopoda,Lithobiomorpha,Lithobiidae,1960-06-07,1960-06-07,1
"Lithobius tricuspis Meinert, 1872",234472,ES,Animalia,Arthropodes,Myriapodes,Chilopoda,Lithobiomorpha,Lithobiidae,1962-07-10,2010-12-31,3
"Lithobius valesiacus Verhoeff, 1935",443285,ES,Animalia,Arthropodes,Myriapodes,Chilopoda,Lithobiomorpha,Lithobiidae,1960-06-18,1962-07-10,3
"Cryptops parisi Brölemann, 1920",227755,ES,Animalia,Arthropodes,Myriapodes,Chilopoda,Scolopendromorpha,Cryptopidae,1960-06-07,1960-06-18,2
"Polyxenus albus Pocock, 1894",227441,ES,Animalia,Arthropodes,Myriapodes,Diplopoda,Polyxenida,Polyxenidae,2009-06-10,2009-06-10,1
"Bufo bufo (Linnaeus, 1758)",259,ES,Animalia,Chordés,Amphibiens,Amphibia,Anura,Bufonidae,1990-06-14,2019-07-08,14
"Salamandra salamandra (Linnaeus, 1758)",92,ES,Animalia,Chordés,Amphibiens,Amphibia,Urodela,Salamandridae,1993-05-15,1993-05-15,1
"Canis familiaris Linnaeus, 1758",162663,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Canidae,2014-08-22,2018-08-01,2
"Canis lupus Linnaeus, 1758",60577,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Canidae,1996-08-25,2016-12-28,17
"Felis catus Linnaeus, 1758",60595,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Felidae,2015-11-06,2015-11-06,1
"Martes foina (Erxleben, 1777)",60674,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Mustelidae,2020-08-02,2020-08-02,1
"Martes martes (Linnaeus, 1758)",60658,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Mustelidae,2004-09-26,2020-06-25,4
"Meles meles (Linnaeus, 1758)",60636,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Mustelidae,2009-04-04,2022-01-07,36
"Mustela erminea Linnaeus, 1758",60686,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Mustelidae,1988-01-10,2020-06-29,21
"Mustela nivalis Linnaeus, 1766",60716,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Mustelidae,2004-09-26,2016-02-09,2
"Genetta genetta (Linnaeus, 1758)",60831,ES,Animalia,Chordés,Mammifères,Mammalia,Carnivora,Viverridae,2005-03-08,2005-03-09,2
"Ovis gmelinii musimon (Pallas, 1811)",199194,SSES,Animalia,Chordés,Mammifères,Mammalia,Cetartiodactyla,Bovidae,1968-06-19,2018-06-01,17
"Rupicapra rupicapra rupicapra (Linnaeus, 1758)",61121,SSES,Animalia,Chordés,Mammifères,Mammalia,Cetartiodactyla,Bovidae,2001-02-19,2001-02-19,1
"Tadarida teniotis (Rafinesque, 1814)",60557,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Molossidae,2005-08-09,2009-07-29,16
"Rhinolophus hipposideros (Bechstein, 1800)",60313,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Rhinolophidae,2006-01-26,2019-07-23,13
"Barbastella barbastellus (Schreber, 1774)",60345,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,1998-07-31,2007-08-14,13
"Myotis bechsteinii (Kuhl, 1817)",79301,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2009-07-26,2009-07-29,2
"Myotis brandtii (Eversmann, 1845)",79300,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2005-08-08,2009-07-29,63
"Myotis daubentonii (Kuhl, 1817)",200118,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2005-08-12,2009-07-29,17
"Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806)",60400,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2007-08-10,2007-08-11,4
"Myotis mystacinus (Kuhl, 1817)",60383,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,1996-08-04,2009-07-29,69
"Nyctalus lasiopterus (Schreber, 1780)",60457,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2007-08-10,2007-08-15,4
"Nyctalus noctula (Schreber, 1774)",60468,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2005-08-12,2005-08-12,2
"Pipistrellus nathusii (Keyserling & Blasius, 1839)",60490,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2007-08-10,2007-08-12,4
"Plecotus auritus (Linnaeus, 1758)",60518,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,1996-08-04,2009-07-29,9
"Plecotus macrobullaris Kuzjakin, 1965",163463,ES,Animalia,Chordés,Mammifères,Mammalia,Chiroptera,Vespertilionidae,2009-07-29,2009-07-29,2
"Erinaceus europaeus Linnaeus, 1758",60015,ES,Animalia,Chordés,Mammifères,Mammalia,Erinaceomorpha,Erinaceidae,1986-10-02,1986-10-02,1
"Oryctolagus cuniculus (Linnaeus, 1758)",61714,ES,Animalia,Chordés,Mammifères,Mammalia,Lagomorpha,Leporidae,1984-07-02,1984-07-02,1
"Chionomys nivalis (Martins, 1842)",61283,ES,Animalia,Chordés,Mammifères,Mammalia,Rodentia,Cricetidae,1991-11-17,2020-06-29,3
"Eliomys quercinus (Linnaeus, 1766)",61618,ES,Animalia,Chordés,Mammifères,Mammalia,Rodentia,Gliridae,2008-08-19,2021-07-01,6
"Muscardinus avellanarius (Linnaeus, 1758)",61636,ES,Animalia,Chordés,Mammifères,Mammalia,Rodentia,Gliridae,1993-05-15,2020-09-07,5
"Apodemus flavicollis (Melchior, 1834)",61498,ES,Animalia,Chordés,Mammifères,Mammalia,Rodentia,Muridae,1991-11-17,1991-11-17,1
"Apodemus sylvaticus (Linnaeus, 1758)",61510,ES,Animalia,Chordés,Mammifères,Mammalia,Rodentia,Muridae,1991-11-17,1991-11-17,1
"Rattus norvegicus (Berkenhout, 1769)",61585,ES,Animalia,Chordés,Mammifères,Mammalia,Rodentia,Muridae,2011-06-02,2011-06-02,1
"Crocidura suaveolens (Pallas, 1811)",60187,ES,Animalia,Chordés,Mammifères,Mammalia,Soricomorpha,Soricidae,2005-08-30,2005-08-30,1
"Neomys fodiens (Pennant, 1771)",60127,ES,Animalia,Chordés,Mammifères,Mammalia,Soricomorpha,Soricidae,1996-08-25,1996-08-25,1
"Sorex araneus Linnaeus, 1758",60062,ES,Animalia,Chordés,Mammifères,Mammalia,Soricomorpha,Soricidae,1995-10-19,2008-08-07,4
"Sorex minutus Linnaeus, 1766",60038,ES,Animalia,Chordés,Mammifères,Mammalia,Soricomorpha,Soricidae,1998-01-13,2019-07-31,8
"Accipiter gentilis (Linnaeus, 1758)",2891,ES,Animalia,Chordés,Oiseaux,Aves,Accipitriformes,Accipitridae,1996-08-16,2019-10-22,20
"Accipiter nisus (Linnaeus, 1758)",2895,ES,Animalia,Chordés,Oiseaux,Aves,Accipitriformes,Accipitridae,1995-09-01,2021-10-27,47
"Aegypius monachus (Linnaeus, 1766)",2869,ES,Animalia,Chordés,Oiseaux,Aves,Accipitriformes,Accipitridae,2013-08-23,2015-03-28,4
"Buteo buteo (Linnaeus, 1758)",2623,ES,Animalia,Chordés,Oiseaux,Aves,Accipitriformes,Accipitridae,1992-06-15,2021-11-19,66
"Circus aeruginosus (Linnaeus, 1758)",2878,ES,Animalia,Chordés,Oiseaux,Aves,Accipitriformes,Accipitridae,2001-09-09,2022-04-21,8
"Circus cyaneus (Linnaeus, 1758)",2881,ES,Animalia,Chordés,Oiseaux,Aves,Accipitriformes,Accipitridae,2011-10-16,2011-10-16,1
"Gypaetus barbatus (Linnaeus, 1758)",2852,ES,Animalia,Chordés,Oiseaux,Aves,Accipitriformes,Accipitridae,2003-06-30,2017-09-05,19
