"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune","premiere_obs_pnm","derniere_obs_pnm","nbre_observations_pnm"
"Gymnoscelis rufifasciata (Haworth, 1809)",248594,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-07-25,2021-07-03,58
"Hemistola chrysoprasaria (Esper, 1795)",248815,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1964-08-05,2019-07-06,21
"Horisme calligraphata (Herrich-Schäffer, 1838)",248717,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1923-01-01,2020-07-10,10
"Horisme radicaria (La Harpe, 1855)",248715,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2001-06-28,2018-06-15,9
"Horisme tersata (Denis & Schiffermüller, 1775)",248714,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2004-05-17,2021-07-03,16
"Horisme vitalbata (Denis & Schiffermüller, 1775)",248712,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1964-08-01,2021-07-03,40
"Hydriomena furcata (Thunberg & Borgström, 1784)",248688,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1959-07-05,2020-08-02,51
"Hylaea fasciaria (Linnaeus, 1758)",248916,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-07-13,2021-07-02,41
"Hypomecis punctinalis (Scopoli, 1763)",248878,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2001-05-15,2018-07-19,14
"Idaea aversata (Linnaeus, 1758)",248477,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1964-08-22,2021-07-03,92
"Idaea biselata (Hufnagel, 1767)",248467,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-07-13,2015-07-11,3
"Idaea deversaria (Herrich-Schäffer, 1847)",248481,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1995-07-19,2019-07-05,26
"Idaea dilutaria (Hübner, 1799)",248449,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1987-07-01,2019-07-06,35
"Idaea flaveolaria (Hübner, 1809)",248419,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,2018-08-01,2018-08-01,1,1923-01-01,2021-07-03,76
"Idaea fuscovenosa (Goeze, 1781)",248450,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1995-07-19,2021-07-03,20
"Idaea humiliata (Hufnagel, 1767)",248451,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1988-07-01,2021-07-04,27
"Idaea moniliata (Denis & Schiffermüller, 1775)",248441,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-07-13,2019-07-05,18
"Idaea ochrata (Scopoli, 1763)",248428,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1995-07-19,2018-07-27,18
"Idaea ostrinaria (Hübner, 1813)",248470,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2007-06-10,2020-06-26,41
"Idaea rusticata (Denis & Schiffermüller, 1775)",248431,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-08-10,2019-07-06,11
"Idaea seriata (Schrank, 1802)",248458,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-07-13,2019-07-06,49
"Idaea straminata (Borkhausen, 1794)",248480,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2008-07-01,2021-07-04,9
"Idaea vesubiata (Millière, 1873)",248456,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-07-13,2008-07-03,6
"Isturgia limbaria (Fabricius, 1775)",248987,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,1988-03-19,2018-06-21,3,1964-08-01,2021-07-03,75
"Lomaspilis marginata (Linnaeus, 1758)",248922,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1988-07-01,2021-07-04,44
"Macaria liturata (Clerck, 1759)",249000,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2000-07-13,2021-07-04,67
"Macaria wauaria (Linnaeus, 1758)",249001,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1960-06-19,2021-07-03,22
"Melanthia procellata (Denis & Schiffermüller, 1775)",248710,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,,,
"Minoa murinata (Scopoli, 1763)",248517,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2003-06-15,2021-07-03,33
"Nebula achromaria (La Harpe, 1853)",248582,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2001-06-28,2021-07-03,11
"Odezia atrata (Linnaeus, 1758)",248533,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,2006-06-11,2018-08-01,4,1758-01-01,2022-06-17,126
"Opisthograptis luteolata (Linnaeus, 1758)",248938,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1964-08-08,2021-07-03,68
"Ourapteryx sambucaria (Linnaeus, 1758)",249007,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1987-07-01,2021-07-03,28
"Peribatodes rhomboidaria (Denis & Schiffermüller, 1775)",248887,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1964-08-03,2021-07-03,76
"Perizoma affinitata (Stephens, 1831)",248731,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2012-07-11,2021-07-02,4
"Perizoma alchemillata (Linnaeus, 1758)",248732,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1988-07-01,2019-07-06,32
"Perizoma hydrata (Treitschke, 1829)",248733,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1923-01-01,2021-07-03,23
"Perizoma minorata (Treitschke, 1828)",248736,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,2015-07-08,2015-07-08,1,2000-08-10,2021-07-03,37
"Pseudoterpna pruinata (Hufnagel, 1767)",248824,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1989-03-31,2019-07-08,44
"Rheumaptera undulata (Linnaeus, 1758)",782834,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2010-07-16,2018-07-11,3
"Rhodostrophia calabra (Petagna, 1786)",248486,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1987-07-01,2021-07-03,62
"Rhodostrophia vibicaria (Clerck, 1759)",248485,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1987-07-01,2020-07-10,46
"Scopula imitaria (Hübner, 1799)",248508,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2001-08-22,2020-06-26,19
"Scopula immorata (Linnaeus, 1758)",248491,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,2007-06-30,2007-06-30,2,1987-07-01,2021-07-03,51
"Scopula nigropunctata (Hufnagel, 1767)",248497,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1964-08-01,2018-07-19,16
"Scopula ternata (Schrank, 1802)",248510,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2005-06-23,2018-07-10,9
"Scotopteryx angularia (Villers, 1789)",248804,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1959-07-12,2021-07-03,81
"Scotopteryx bipunctaria (Denis & Schiffermüller, 1775)",248801,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1960-06-19,2021-07-03,74
"Scotopteryx chenopodiata (Linnaeus, 1758)",248808,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1960-07-18,2020-08-02,74
"Scotopteryx moeniata (Scopoli, 1763)",248803,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,2003-07-02,2020-08-02,14
"Scotopteryx vicinaria (Duponchel, 1830)",248796,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1923-01-01,2020-08-02,9
"Tephronia sepiaria (Hufnagel, 1767)",248861,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1923-01-01,2019-07-05,29
"Thera obeliscata (Hübner, 1787)",248562,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1987-07-01,2019-10-12,62
"Thera variata (Denis & Schiffermüller, 1775)",248559,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1961-07-15,2017-08-19,19
"Thetidia smaragdaria (Fabricius, 1787)",248810,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1989-04-04,2019-07-06,20
"Xanthorhoe fluctuata (Linnaeus, 1758)",248784,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1960-08-13,2020-07-05,62
"Xanthorhoe montanata (Denis & Schiffermüller, 1775)",248791,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Geometridae,,,,1960-08-06,2021-07-10,87
"Glyphipterix gianelliella Ragonot, 1885",245847,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Glyphipterigidae,,,,2015-07-17,2018-07-17,2
"Euspilapteryx auroguttella Stephens, 1835",245689,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Gracillariidae,,,,2000-08-10,2019-07-05,6
"Parectopa ononidis (Zeller, 1839)",245713,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Gracillariidae,,,,2018-06-15,2018-06-15,1
"Phyllonorycter cerasicolella (Herrich-Schäffer, 1855)",821336,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Gracillariidae,,,,,,
"Carcharodus floccifer (Zeller, 1847)",608241,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1998-07-09,1998-07-09,3,1955-08-01,2021-08-07,182
"Hesperia comma (Linnaeus, 1758)",53332,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1986-08-25,2019-08-09,14,1943-08-05,2021-08-28,515
"Ochlodes sylvanus (Esper, 1777)",219740,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1998-07-09,2021-07-25,28,1954-06-22,2022-06-10,944
"Pyrgus alveus alveus (Hübner, 1803)",53231,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,,,,1985-08-02,2018-07-26,17
"Pyrgus carlinae (Rambur, 1839)",53246,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1975-07-24,2013-08-21,13,1906-08-01,2020-08-23,325
"Pyrgus carthami (Hübner, 1813)",219743,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1930-07-15,2021-07-25,32,1930-07-15,2021-07-25,546
"Pyrgus foulquieri (Oberthür, 1910)",53240,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,,,,1938-07-25,2022-06-17,104
"Pyrgus serratulae (Rambur, 1839)",53242,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1986-07-12,2014-08-26,18,1758-01-01,2021-08-09,341
"Pyrgus warrenensis (Verity, 1928)",219746,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,,,,1998-07-05,2022-06-17,19
"Spialia sertorius (Hoffmannsegg, 1804)",53269,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1975-07-14,2019-07-14,19,1923-07-17,2022-06-16,446
"Thymelicus lineola (Ochsenheimer, 1808)",219741,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1975-07-24,2021-07-25,25,1758-01-01,2021-08-25,903
"Thymelicus sylvestris (Poda, 1761)",219742,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Hesperiidae,1975-07-14,2021-07-25,35,1954-07-07,2021-08-29,804
"Dendrolimus pini (Linnaeus, 1758)",54779,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lasiocampidae,,,,1987-07-01,2021-07-03,68
"Lasiocampa quercus (Linnaeus, 1758)",54770,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lasiocampidae,2018-08-01,2018-08-01,1,1958-08-12,2021-07-02,90
"Malacosoma castrense (Linnaeus, 1758)",248370,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lasiocampidae,,,,1987-07-01,2020-06-26,22
"Malacosoma neustria (Linnaeus, 1758)",54744,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lasiocampidae,,,,1960-08-04,2020-07-02,57
"Odonestis pruni (Linnaeus, 1758)",54782,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lasiocampidae,,,,1995-07-19,2018-07-26,12
"Apoda limacodes (Hufnagel, 1766)",247030,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Limacodidae,,,,2000-07-13,2019-07-06,28
"Aricia agestis (Denis & Schiffermüller, 1775)",521494,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1972-07-23,2021-07-25,14,1954-06-22,2021-08-03,326
"Aricia artaxerxes (Fabricius, 1793)",54176,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-24,2018-07-23,7,1758-01-01,2021-08-05,146
"Celastrina argiolus (Linnaeus, 1758)",54052,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,2003-07-10,2020-08-03,6,1943-07-27,2021-08-19,209
"Cupido minimus (Fuessly, 1775)",54029,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1917-08-04,2021-07-25,36,1758-01-01,2022-06-19,834
"Cupido osiris (Meigen, 1829)",54031,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1988-05-20,2021-07-25,9,1758-01-01,2021-07-25,346
"Cyaniris semiargus (Rottemburg, 1775)",54213,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-10,2020-06-01,20,1758-01-01,2022-06-19,995
"Eumedonia eumedon (Esper, 1780)",54191,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-14,1986-07-12,3,1920-06-01,2021-08-07,333
"Glaucopsyche alexis (Poda, 1761)",54075,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1916-06-10,2016-05-22,18,1916-06-10,2021-07-03,486
"Lycaena alciphron gordius (Sulzer, 1776)",608280,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,,,,1955-06-16,2021-07-17,69
"Lycaena alciphron (Rottemburg, 1775)",219752,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1917-08-06,2020-07-01,8,1909-07-01,2021-08-11,300
"Lycaena hippothoe eurydame (Hoffmannsegg, 1806)",608289,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-24,2015-07-11,22,1936-07-19,2021-07-03,245
"Lycaena hippothoe (Linnaeus, 1760)",219753,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-24,2017-07-03,20,1919-07-01,2022-06-19,584
"Lycaena phlaeas (Linnaeus, 1760)",53973,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-14,2019-09-26,15,1920-07-20,2022-04-06,269
"Lycaena tityrus (Poda, 1761)",219751,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1972-07-13,2018-07-28,28,1919-07-01,2021-08-19,496
"Lycaena tityrus subalpina (Ad. Speyer, 1851)",608291,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1972-07-14,2011-07-15,8,1951-06-10,2022-06-19,173
"Lycaena virgaureae (Linnaeus, 1758)",219750,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-24,2021-07-25,30,1758-01-01,2021-08-31,1340
"Lysandra bellargus (Rottemburg, 1775)",54271,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1972-07-23,2020-06-01,45,1954-09-29,2022-06-17,954
"Lysandra coridon (Poda, 1761)",54265,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-24,2021-07-25,63,1952-04-10,2021-09-06,1421
"Phengaris alcon (Denis & Schiffermüller, 1775)",631131,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1914-07-08,2014-07-24,12,1909-07-01,2022-06-27,413
"Phengaris arion (Linnaeus, 1758)",631133,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1947-07-03,2011-07-15,19,1913-07-08,2022-06-17,502
"Plebejus argus (Linnaeus, 1758)",54105,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-14,2021-07-25,32,1923-07-18,2021-08-07,947
"Plebejus idas (Linnaeus, 1760)",54126,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-24,2017-07-03,22,1758-01-01,2022-06-25,691
"Polyommatus damon (Denis & Schiffermüller, 1775)",219773,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1929-08-05,2021-07-25,25,1758-01-01,2021-08-29,1107
"Polyommatus dorylas (Denis & Schiffermüller, 1775)",219763,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1928-01-01,2021-07-25,9,1896-06-01,2021-07-25,211
"Polyommatus eros (Ochsenheimer, 1808)",54283,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,,,,1758-01-01,2022-06-17,662
"Polyommatus escheri (Hübner, 1823)",219762,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1916-06-20,2021-07-25,29,1916-06-20,2021-07-25,851
"Polyommatus icarus (Rottemburg, 1775)",54279,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1975-07-24,2021-07-25,56,1923-07-17,2022-06-26,1492
"Polyommatus thersites (Cantener, 1835)",219765,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,,,,1923-01-01,2021-07-29,112
"Quercusia quercus (Linnaeus, 1758)",54322,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,,,,1970-07-17,2020-09-14,60
"Satyrium acaciae (Fabricius, 1787)",219760,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,1998-07-09,2019-07-14,4,1905-06-26,2021-07-02,108
"Satyrium ilicis (Esper, 1779)",219758,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,2011-06-26,2011-06-26,2,1920-07-20,2021-07-03,111
"Satyrium spini (Denis & Schiffermüller, 1775)",219757,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Lycaenidae,2007-08-05,2007-08-05,1,1923-01-01,2021-08-25,301
"Abrostola asclepiadis (Denis & Schiffermüller, 1775)",249157,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1988-07-01,2021-07-04,14
"Acronicta aceris (Linnaeus, 1758)",249821,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2000-08-10,2021-07-04,45
"Acronicta cuspis (Hübner, 1813)",249818,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2020-07-10,2020-07-10,1
"Acronicta megacephala (Denis & Schiffermüller, 1775)",249823,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1987-07-01,2018-07-24,10
"Acronicta psi (Linnaeus, 1758)",249820,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1987-07-01,2019-07-06,44
"Agrotis clavis clavis (Hufnagel, 1766)",253364,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2007-07-14,2019-07-18,19
"Agrotis clavis (Hufnagel, 1766)",249203,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-04,57
"Agrotis exclamationis exclamationis (Linnaeus, 1758)",253362,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2007-07-14,2018-05-13,8
"Agrotis exclamationis (Linnaeus, 1758)",249202,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1988-07-01,2021-07-04,45
"Agrotis simplonia (Geyer, 1832)",249208,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-02,59
"Apamea crenata (Hufnagel, 1766)",249389,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1961-07-09,2021-07-03,24
"Apamea epomidion (Haworth, 1809)",249390,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2007-07-15,2021-07-03,3
"Apamea furva (Denis & Schiffermüller, 1775)",249393,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1758-01-01,2018-09-14,69
"Apamea lateritia (Hufnagel, 1766)",249392,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1758-01-01,2021-07-04,82
"Apamea lithoxylaea (Denis & Schiffermüller, 1775)",249387,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1964-08-03,2019-07-06,11
"Apamea maillardi (Geyer, 1834)",249394,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2018-07-23,49
"Apamea monoglypha (Hufnagel, 1766)",249385,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1987-07-01,2021-07-04,103
"Apamea rubrirena (Treitschke, 1825)",249396,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2019-07-18,46
"Apamea sublustris (Esper, 1788)",249388,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1988-07-01,2021-07-04,38
"Apamea syriaca (Osthelder, 1933)",345744,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2001-06-28,2017-07-02,6
"Apamea zeta (Treitschke, 1825)",249395,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-02,58
"Autographa gamma (Linnaeus, 1758)",249151,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,2018-06-21,2018-06-21,1,1954-08-01,2020-06-26,180
"Autographa jota (Linnaeus, 1758)",249153,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2019-07-18,40
"Brachylomia viminalis (Fabricius, 1777)",249638,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1985-07-01,2020-07-10,28
"Bryophila galathea Millière, 1875",719635,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1758-01-01,2021-07-02,25
"Calliergis ramosa (Esper, 1786)",249738,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-04,26
"Caradrina gilva (Donzel, 1837)",781877,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-03,14
"Caradrina morpheus (Hufnagel, 1766)",249433,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2005-06-23,2020-07-10,7
"Caradrina selini Boisduval, 1840",781882,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-03,57
"Chersotis alpestris (Boisduval, 1837)",249275,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1954-08-16,2017-07-29,32
"Chloantha hyperici (Denis & Schiffermüller, 1775)",249535,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2000-04-06,2018-05-12,9
"Colocasia coryli (Linnaeus, 1758)",249161,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2000-05-04,2020-06-29,46
"Conisania luteago (Denis & Schiffermüller, 1775)",249497,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-03,33
"Cosmia trapezina (Linnaeus, 1758)",249534,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2000-07-13,2018-08-27,21
"Cucullia absinthii (Linnaeus, 1760)",249699,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2013-07-21,9
"Deltote pygarga (Hufnagel, 1767)",781863,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2007-06-11,2019-07-04,5
"Diarsia mendica (Fabricius, 1775)",249265,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1758-01-01,2020-08-02,32
"Dichagyris nigrescens (Höfner, 1888)",249188,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2021-07-04,27
"Dicycla oo (Linnaeus, 1758)",249529,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,2001-06-28,2016-07-04,14
"Elaphria venustula (Hübner, 1790)",249329,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1995-07-19,2018-07-26,16
"Epipsilia grisescens (Fabricius, 1794)",345591,ES,Animalia,Arthropodes,Insectes,Hexapoda,Lepidoptera,Noctuidae,,,,1923-01-01,2017-08-23,34
